# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = simpleLR_model
# start_datetime = 2022-10-23 13:41:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/57/xr8vd64j2_qd3ckpnwhjpw_h0000gn/T/tmp9mp0h5ln/g7g5kxd0.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/yyamaguchi/Desktop/programming/BayesianStatistics/src/01_simpleLinearReg/output/simpleLR-20221023224141_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,y_base.1,y_base.2,y_base.3,y_base.4,y_base.5,y_base.6,y_base.7,y_base.8,y_base.9,y_base.10,y_base.11,y_base.12,y_base.13,y_base.14,y_base.15,y_base.16,y_base.17,y_base.18,y_base.19,y_base.20
-283.457,1,0.0179176,5,31,0,648.926,-1.12264,-1.52242,221.155,-37.6608,-37.6608,-40.7057,-49.8402,-51.3626,-54.4075,-58.9748,-62.0196,-62.0196,-66.5869,-66.5869,-68.1093,-74.199,-80.2887,-86.3784,-86.3784,-87.9008,-89.4232,-90.9457,-90.9457
-172.963,1,0.0339435,2,3,0,275.776,-1.07639,-1.53095,384.524,-37.8193,-37.8193,-40.8812,-50.0669,-51.5979,-54.6598,-59.2527,-62.3146,-62.3146,-66.9074,-66.9074,-68.4384,-74.5622,-80.686,-86.8098,-86.8098,-88.3408,-89.8717,-91.4027,-91.4027
-162.021,1,0.0648221,1,1,0,171.762,-1.0713,-1.57449,437.286,-38.859,-38.859,-42.0079,-51.4548,-53.0293,-56.1783,-60.9018,-64.0507,-64.0507,-68.7742,-68.7742,-70.3487,-76.6466,-82.9446,-89.2425,-89.2425,-90.817,-92.3915,-93.966,-93.966
-141.558,1,0.124086,3,7,0,154.885,-0.997653,-1.54397,748.758,-38.0529,-38.0529,-41.1408,-50.4046,-51.9486,-55.0365,-59.6684,-62.7563,-62.7563,-67.3882,-67.3882,-68.9322,-75.1081,-81.2839,-87.4598,-87.4598,-89.0038,-90.5477,-92.0917,-92.0917
-139.944,0.395765,0.237148,4,19,0,145.292,-0.381276,-0.210159,1176.3,-5.4251,-5.4251,-5.84542,-7.10638,-7.31654,-7.73686,-8.36734,-8.78766,-8.78766,-9.41813,-9.41813,-9.62829,-10.4689,-11.3096,-12.1502,-12.1502,-12.3604,-12.5705,-12.7807,-12.7807
-139.164,0.992525,0.0693939,3,7,0,140.84,-0.203191,-0.0999505,1055.69,-2.602,-2.602,-2.8019,-3.40161,-3.50156,-3.70146,-4.00131,-4.20121,-4.20121,-4.50106,-4.50106,-4.60101,-5.00081,-5.40062,-5.80042,-5.80042,-5.90037,-6.00032,-6.10027,-6.10027
-115.76,0.997066,0.129881,6,63,0,139.212,-3.38391,22.588,406.046,538.729,538.729,583.905,719.434,742.022,787.198,854.962,900.138,900.138,967.902,967.902,990.49,1080.84,1171.19,1261.55,1261.55,1284.13,1306.72,1329.31,1329.31
-109.441,0.666668,0.244846,2,3,0,113.617,-3.28068,22.7136,130.071,541.845,541.845,587.272,723.554,746.268,791.695,859.835,905.263,905.263,973.403,973.403,996.117,1086.97,1177.83,1268.68,1268.68,1291.39,1314.11,1336.82,1336.82
-93.9518,0.950603,0.168234,3,7,0,109.7,-3.56012,19.749,92.9043,470.417,470.417,509.915,628.409,648.158,687.656,746.903,786.401,786.401,845.648,845.648,865.397,944.393,1023.39,1102.39,1102.39,1122.13,1141.88,1161.63,1161.63
-94.1068,0.648522,0.273382,5,37,0,95.145,0.506634,19.6751,94.5129,472.709,472.709,512.059,630.11,649.785,689.135,748.16,787.51,787.51,846.536,846.536,866.211,944.911,1023.61,1102.31,1102.31,1121.99,1141.66,1161.34,1161.34
-93.5638,0.990396,0.179261,10,1023,0,98.8176,-92.6218,20.6896,91.6846,403.93,403.93,445.309,569.447,590.136,631.516,693.585,734.964,734.964,797.033,797.033,817.722,900.481,983.239,1066,1066,1086.69,1107.38,1128.07,1128.07
-93.7538,0.162054,0.325501,2,7,0,94.3723,-92.8636,20.7061,96.4915,404.082,404.082,445.494,569.731,590.437,631.849,693.967,735.379,735.379,797.498,797.498,818.204,901.028,983.852,1066.68,1066.68,1087.38,1108.09,1128.79,1128.79
-92.1237,0.998877,0.0516335,10,1023,0,95.2756,-129.387,22.0474,81.9774,399.75,399.75,443.845,576.129,598.176,642.271,708.413,752.508,752.508,818.65,818.65,840.697,928.887,1017.08,1105.27,1105.27,1127.31,1149.36,1171.41,1171.41
-92.1,0.995101,0.0962578,9,799,0,92.5949,-111.701,21.7598,81.587,410.535,410.535,454.054,584.613,606.373,649.892,715.172,758.691,758.691,823.971,823.971,845.731,932.77,1019.81,1106.85,1106.85,1128.61,1150.37,1172.13,1172.13
-92.5173,0.999427,0.175721,9,995,0,93.4449,-57.1031,20.5897,74.9444,437.051,437.051,478.23,601.769,622.358,663.538,725.307,766.487,766.487,828.256,828.256,848.846,931.205,1013.56,1095.92,1095.92,1116.51,1137.1,1157.69,1157.69
-92.839,0.962181,0.321567,3,7,0,92.9558,-56.7883,20.2222,83.2776,428.544,428.544,468.988,590.321,610.543,650.988,711.654,752.099,752.099,812.765,812.765,832.987,913.876,994.765,1075.65,1075.65,1095.88,1116.1,1136.32,1136.32
-92.839,0,0.524228,0,1,1,94.9932,-56.7883,20.2222,83.2776,428.544,428.544,468.988,590.321,610.543,650.988,711.654,752.099,752.099,812.765,812.765,832.987,913.876,994.765,1075.65,1075.65,1095.88,1116.1,1136.32,1136.32
-93.6555,0.978037,0.0568253,4,31,0,94.7031,-57.3769,20.5666,103.536,436.222,436.222,477.355,600.754,621.321,662.454,724.154,765.287,765.287,826.987,826.987,847.554,929.82,1012.09,1094.35,1094.35,1114.92,1135.49,1156.05,1156.05
-93.5524,0.996931,0.0974653,10,1023,0,95.1087,-158.124,22.6599,60.9069,385.714,385.714,431.034,566.993,589.653,634.973,702.953,748.273,748.273,816.252,816.252,838.912,929.552,1020.19,1110.83,1110.83,1133.49,1156.15,1178.81,1178.81
-93.5524,0.418285,0.174551,1,1,0,95.0229,-158.124,22.6599,60.9069,385.714,385.714,431.034,566.993,589.653,634.973,702.953,748.273,748.273,816.252,816.252,838.912,929.552,1020.19,1110.83,1110.83,1133.49,1156.15,1178.81,1178.81
-93.0221,0.988517,0.0634707,3,7,0,94.3923,-158.206,22.7706,97.124,388.287,388.287,433.828,570.451,593.222,638.763,707.075,752.616,752.616,820.928,820.928,843.698,934.78,1025.86,1116.94,1116.94,1139.72,1162.49,1185.26,1185.26
-92.6308,0.967909,0.110432,3,7,0,94.2162,-158.012,23.0931,78.7283,396.224,396.224,442.41,580.969,604.062,650.248,719.528,765.714,765.714,834.994,834.994,858.087,950.459,1042.83,1135.2,1135.2,1158.3,1181.39,1204.48,1204.48
-92.3173,0.975755,0.180116,9,663,0,94.4523,-115.808,21.8593,68.5246,408.815,408.815,452.534,583.69,605.549,649.268,714.846,758.564,758.564,824.142,824.142,846.002,933.439,1020.88,1108.31,1108.31,1130.17,1152.03,1173.89,1173.89
-94.1322,0.17986,0.29761,2,5,0,96.6582,-115.496,21.1647,68.4236,392.456,392.456,434.785,561.773,582.938,625.267,688.761,731.09,731.09,794.584,794.584,815.749,900.408,985.066,1069.73,1069.73,1090.89,1112.05,1133.22,1133.22
-93.5141,0.97594,0.0591673,10,1023,0,97.3786,-104.933,21.9137,102.077,420.997,420.997,464.825,596.307,618.221,662.048,727.789,771.617,771.617,837.358,837.358,859.272,946.927,1034.58,1122.24,1122.24,1144.15,1166.06,1187.98,1187.98
-92.3837,0.998534,0.0978808,2,3,0,93.5625,-104.96,21.8349,84.6596,419.079,419.079,462.749,593.759,615.594,659.263,724.768,768.438,768.438,833.943,833.943,855.778,943.118,1030.46,1117.8,1117.8,1139.63,1161.47,1183.3,1183.3
-94.0026,0.823383,0.170382,5,63,0,94.8916,-102.753,21.3864,58.3285,410.521,410.521,453.294,581.613,602.999,645.772,709.931,752.704,752.704,816.864,816.864,838.25,923.796,1009.34,1094.89,1094.89,1116.27,1137.66,1159.05,1159.05
-93.334,0.88994,0.186837,8,427,0,94.9798,-55.6176,20.2557,67.3626,430.519,430.519,471.03,592.564,612.82,653.331,714.098,754.61,754.61,815.377,815.377,835.632,916.655,997.678,1078.7,1078.7,1098.96,1119.21,1139.47,1139.47
-93.334,0.0819416,0.242706,2,7,0,96.3394,-55.6176,20.2557,67.3626,430.519,430.519,471.03,592.564,612.82,653.331,714.098,754.61,754.61,815.377,815.377,835.632,916.655,997.678,1078.7,1078.7,1098.96,1119.21,1139.47,1139.47
-92.4874,0.999943,0.0400371,10,1023,0,95.4842,-89.4495,21.2939,68.0171,421.603,421.603,464.191,591.954,613.248,655.836,719.717,762.305,762.305,826.187,826.187,847.481,932.656,1017.83,1103.01,1103.01,1124.3,1145.59,1166.89,1166.89
-92.259,0.994993,0.0692078,3,7,0,92.8111,-89.5574,21.2044,83.9642,419.348,419.348,461.757,588.984,610.188,652.597,716.21,758.619,758.619,822.232,822.232,843.436,928.254,1013.07,1097.89,1097.89,1119.09,1140.3,1161.5,1161.5
-93.8126,0.895245,0.117178,2,7,0,94.9416,-89.4588,21.621,62.635,429.446,429.446,472.688,602.414,624.035,667.277,732.14,775.382,775.382,840.245,840.245,861.866,948.35,1034.83,1121.32,1121.32,1142.94,1164.56,1186.18,1186.18
-92.9309,1,0.153507,2,3,0,93.6687,-89.4348,21.5551,93.2945,427.887,427.887,470.997,600.327,621.883,664.993,729.658,772.768,772.768,837.433,837.433,858.988,945.209,1031.43,1117.65,1117.65,1139.2,1160.76,1182.31,1182.31
-92.9185,0.168687,0.259551,3,11,0,95.7363,-88.5101,20.8432,70.7247,411.726,411.726,453.412,578.471,599.314,641,703.53,745.216,745.216,807.746,807.746,828.589,911.962,995.334,1078.71,1078.71,1099.55,1120.39,1141.24,1141.24
-92.1313,0.999893,0.0564953,10,1023,0,93.1635,-111.247,21.6728,82.5171,408.9,408.9,452.245,582.282,603.955,647.3,712.318,755.664,755.664,820.682,820.682,842.355,929.046,1015.74,1102.43,1102.43,1124.1,1145.77,1167.45,1167.45
-92.3471,0.985889,0.0954357,9,951,0,93.8171,-78.9775,21.1554,73.2558,428.752,428.752,471.062,597.995,619.15,661.461,724.927,767.238,767.238,830.704,830.704,851.859,936.481,1021.1,1105.72,1105.72,1126.88,1148.03,1169.19,1169.19
-92.4835,0.868281,0.154672,9,831,0,94.829,-128.2,21.9652,67.2983,398.965,398.965,442.895,574.687,596.652,640.582,706.478,750.408,750.408,816.304,816.304,838.269,926.13,1013.99,1101.85,1101.85,1123.82,1145.78,1167.75,1167.75
-92.769,0.979562,0.18762,8,427,0,93.3406,-169.54,22.8143,90.9379,378.005,378.005,423.633,560.519,583.334,628.962,697.406,743.034,743.034,811.477,811.477,834.292,925.549,1016.81,1108.06,1108.06,1130.88,1153.69,1176.51,1176.51
-92.769,2.23647e-10,0.29607,1,1,0,95.5793,-169.54,22.8143,90.9379,378.005,378.005,423.633,560.519,583.334,628.962,697.406,743.034,743.034,811.477,811.477,834.292,925.549,1016.81,1108.06,1108.06,1130.88,1153.69,1176.51,1176.51
-93.6904,0.993824,0.0454263,4,15,0,93.9776,-169.776,22.772,62.2354,376.753,376.753,422.297,558.929,581.701,627.245,695.561,741.105,741.105,809.421,809.421,832.193,923.281,1014.37,1105.46,1105.46,1128.23,1151,1173.77,1173.77
-93.5284,0.999983,0.0743655,10,1023,0,94.1827,-128.523,21.706,63.946,392.422,392.422,435.834,566.07,587.776,631.188,696.306,739.718,739.718,804.836,804.836,826.542,913.366,1000.19,1087.01,1087.01,1108.72,1130.43,1152.13,1152.13
-93.3028,0.999482,0.122685,3,15,0,93.7917,-128.678,21.6937,97.6643,391.97,391.97,435.358,565.52,587.213,630.601,695.682,739.069,739.069,804.15,804.15,825.844,912.618,999.393,1086.17,1086.17,1107.86,1129.55,1151.25,1151.25
-94.0108,0.92402,0.200816,3,7,0,94.6845,-128.982,21.7807,60.1094,393.754,393.754,437.316,568,589.78,633.342,698.684,742.245,742.245,807.587,807.587,829.368,916.491,1003.61,1090.74,1090.74,1112.52,1134.3,1156.08,1156.08
-92.9907,0.913381,0.274306,2,3,0,93.3796,-128.929,21.7458,93.9686,392.97,392.97,436.461,566.936,588.682,632.173,697.411,740.902,740.902,806.139,806.139,827.885,914.868,1001.85,1088.83,1088.83,1110.58,1132.33,1154.07,1154.07
-92.9907,0.0255671,0.364148,2,3,0,96.5298,-128.929,21.7458,93.9686,392.97,392.97,436.461,566.936,588.682,632.173,697.411,740.902,740.902,806.139,806.139,827.885,914.868,1001.85,1088.83,1088.83,1110.58,1132.33,1154.07,1154.07
-93.6593,0.999143,0.0635152,10,1023,0,94.6487,-161.822,23.4212,73.8718,400.287,400.287,447.129,587.657,611.078,657.92,728.184,775.026,775.026,845.29,845.29,868.711,962.396,1056.08,1149.77,1149.77,1173.19,1196.61,1220.03,1220.03
-92.7662,0.964924,0.10297,3,15,0,95.1538,-162.188,22.4753,87.013,377.219,377.219,422.17,557.021,579.497,624.447,691.873,736.824,736.824,804.25,804.25,826.725,916.626,1006.53,1096.43,1096.43,1118.9,1141.38,1163.85,1163.85
-93.3381,0.999921,0.153599,10,1023,0,93.5797,-34.3183,20.4201,89.2593,455.764,455.764,496.604,619.125,639.545,680.385,741.646,782.486,782.486,843.746,843.746,864.166,945.847,1027.53,1109.21,1109.21,1129.63,1150.05,1170.47,1170.47
-92.7989,0.982571,0.246567,9,799,0,94.5882,-59.5158,20.3893,88.4095,429.827,429.827,470.605,592.941,613.33,654.108,715.276,756.055,756.055,817.223,817.223,837.612,919.169,1000.73,1082.28,1082.28,1102.67,1123.06,1143.45,1143.45
-92.6915,0.323521,0.378589,2,3,0,93.2635,-59.6609,20.6441,88.7729,435.799,435.799,477.087,600.952,621.596,662.884,724.817,766.105,766.105,828.037,828.037,848.681,931.258,1013.83,1096.41,1096.41,1117.06,1137.7,1158.34,1158.34
-92.3109,0.982618,0.134488,8,271,0,93.0731,-74.191,20.9224,74.1512,427.946,427.946,469.791,595.325,616.248,658.093,720.86,762.704,762.704,825.472,825.472,846.394,930.084,1013.77,1097.46,1097.46,1118.39,1139.31,1160.23,1160.23
-93.9743,0.86998,0.206166,7,247,0,94.8747,-46.639,20.9895,80.1271,457.11,457.11,499.089,625.026,646.015,687.994,750.963,792.942,792.942,855.91,855.91,876.9,960.858,1044.82,1128.77,1128.77,1149.76,1170.75,1191.74,1191.74
-95.1557,0.19716,0.245773,2,5,0,96.4224,-46.6816,20.6362,118.906,448.586,448.586,489.858,613.675,634.311,675.584,737.492,778.764,778.764,840.673,840.673,861.309,943.854,1026.4,1108.94,1108.94,1129.58,1150.22,1170.85,1170.85
-93.4353,0.997866,0.0676864,10,1023,0,96.9511,-148.52,22.4224,102.941,389.617,389.617,434.462,568.996,591.418,636.263,703.53,748.375,748.375,815.642,815.642,838.064,927.754,1017.44,1107.13,1107.13,1129.56,1151.98,1174.4,1174.4
-94.4771,0.959945,0.106832,2,7,0,94.8072,-148.489,22.5368,115.255,392.394,392.394,437.468,572.689,595.226,640.299,707.91,752.983,752.983,820.594,820.594,843.131,933.278,1023.43,1113.57,1113.57,1136.11,1158.65,1181.18,1181.18
-95.4828,0.854522,0.154593,2,3,0,98.2545,-148.603,23.4262,71.2035,413.626,413.626,460.478,601.035,624.461,671.314,741.592,788.445,788.445,858.723,858.723,882.149,975.854,1069.56,1163.26,1163.26,1186.69,1210.12,1233.54,1233.54
-94.3132,1,0.177805,3,7,0,95.7557,-148.33,23.0487,107.938,404.839,404.839,450.936,589.228,612.277,658.374,727.52,773.618,773.618,842.764,842.764,865.813,958.007,1050.2,1142.4,1142.4,1165.45,1188.49,1211.54,1211.54
-93.4081,0.880705,0.278166,2,7,0,94.2106,-148.433,23.0565,93.9868,404.923,404.923,451.036,589.375,612.431,658.544,727.714,773.827,773.827,842.996,842.996,866.053,958.279,1050.51,1142.73,1142.73,1165.79,1188.84,1211.9,1211.9
-93.8938,0.16019,0.336465,2,6,1,94.5908,-148.128,23.1755,96.9986,408.084,408.084,454.435,593.488,616.663,663.014,732.541,778.892,778.892,848.418,848.418,871.594,964.296,1057,1149.7,1149.7,1172.88,1196.05,1219.23,1219.23
-92.9125,0.998921,0.0892472,5,63,0,95.0401,-147.509,22.9965,82.2062,404.407,404.407,450.4,588.379,611.376,657.369,726.358,772.351,772.351,841.341,841.341,864.337,956.323,1048.31,1140.3,1140.3,1163.29,1186.29,1209.28,1209.28
-94.3863,0.933944,0.138771,6,95,0,95.5814,-139.866,21.4609,89.1441,375.196,375.196,418.118,546.884,568.345,611.267,675.649,718.571,718.571,782.954,782.954,804.415,890.259,976.102,1061.95,1061.95,1083.41,1104.87,1126.33,1126.33
-94.3979,0.992794,0.187586,3,7,0,94.5851,-139.92,21.4664,83.0983,375.275,375.275,418.208,547.006,568.473,611.406,675.805,718.738,718.738,783.137,783.137,804.604,890.469,976.335,1062.2,1062.2,1083.67,1105.13,1126.6,1126.6
-93.2613,0.157815,0.285479,3,15,0,95.5181,-139.327,21.715,81.9221,381.834,381.834,425.264,555.554,577.269,620.699,685.844,729.274,729.274,794.42,794.42,816.135,902.995,989.855,1076.72,1076.72,1098.43,1120.15,1141.86,1141.86
-92.0907,0.997801,0.0775228,3,15,0,94.2324,-139.232,22.2687,75.7201,395.217,395.217,439.755,573.367,595.636,640.173,706.98,751.517,751.517,818.323,818.323,840.592,929.667,1018.74,1107.82,1107.82,1130.09,1152.35,1174.62,1174.62
-93.3471,0.872112,0.119197,2,3,0,93.4688,-139.258,22.306,102.435,396.086,396.086,440.698,574.534,596.84,641.452,708.37,752.982,752.982,819.9,819.9,842.206,931.43,1020.65,1109.88,1109.88,1132.18,1154.49,1176.8,1176.8
-93.5483,0.990697,0.141225,8,351,0,94.1469,-166.269,22.7486,62.1444,379.698,379.698,425.195,561.687,584.436,629.933,698.179,743.676,743.676,811.922,811.922,834.671,925.665,1016.66,1107.65,1107.65,1130.4,1153.15,1175.9,1175.9
-94.3295,0.855599,0.212413,2,3,0,94.5008,-166.462,22.7579,112.395,379.726,379.726,425.242,561.789,584.547,630.063,698.336,743.852,743.852,812.126,812.126,834.884,925.915,1016.95,1107.98,1107.98,1130.74,1153.49,1176.25,1176.25
-92.4339,0.420251,0.242256,2,3,0,93.6475,-166.345,22.6871,78.7721,378.145,378.145,423.519,559.641,582.328,627.702,695.764,741.138,741.138,809.199,809.199,831.886,922.635,1013.38,1104.13,1104.13,1126.82,1149.51,1172.19,1172.19
-92.7889,0.954504,0.115149,3,15,0,93.6319,-166.212,22.9485,92.7686,384.553,384.553,430.45,568.141,591.09,636.987,705.833,751.73,751.73,820.575,820.575,843.524,935.318,1027.11,1118.91,1118.91,1141.85,1164.8,1187.75,1187.75
-92.5874,0.9985,0.160257,5,43,0,92.8761,-167.827,22.9062,69.2701,381.921,381.921,427.733,565.17,588.076,633.888,702.607,748.419,748.419,817.138,817.138,840.044,931.668,1023.29,1114.92,1114.92,1137.82,1160.73,1183.64,1183.64
-92.6415,0.845402,0.242611,3,7,0,93.9026,-168.426,23.0478,89.4754,384.722,384.722,430.818,569.105,592.152,638.248,707.392,753.487,753.487,822.631,822.631,845.678,937.87,1030.06,1122.25,1122.25,1145.3,1168.35,1191.4,1191.4
-92.6415,0.214878,0.270214,1,3,0,94.8121,-168.426,23.0478,89.4754,384.722,384.722,430.818,569.105,592.152,638.248,707.392,753.487,753.487,822.631,822.631,845.678,937.87,1030.06,1122.25,1122.25,1145.3,1168.35,1191.4,1191.4
-92.5593,0.998699,0.0868895,2,7,0,92.9599,-168.438,23.2316,77.3422,389.12,389.12,435.583,574.973,598.204,644.667,714.362,760.825,760.825,830.52,830.52,853.751,946.678,1039.6,1132.53,1132.53,1155.76,1178.99,1202.22,1202.22
-92.1328,0.981913,0.131161,10,1023,0,94.8042,-102.693,21.3948,77.9076,410.783,410.783,453.573,581.942,603.337,646.126,710.311,753.1,753.1,817.285,817.285,838.68,924.259,1009.84,1095.42,1095.42,1116.81,1138.21,1159.6,1159.6
-95.0552,0.771665,0.190855,3,7,0,95.5583,-102.245,20.5971,76.4848,392.085,392.085,433.279,556.862,577.459,618.653,680.444,721.638,721.638,783.43,783.43,804.027,886.415,968.803,1051.19,1051.19,1071.79,1092.39,1112.98,1112.98
-94.5458,0.861168,0.184001,3,7,0,96.2847,-102.634,21.9069,58.813,423.133,423.133,466.947,598.388,620.295,664.109,729.83,773.644,773.644,839.364,839.364,861.271,948.899,1036.53,1124.15,1124.15,1146.06,1167.97,1189.88,1189.88
-92.9466,0.949565,0.210935,9,631,0,95.6684,-124.964,22.2937,95.1736,410.084,410.084,454.671,588.433,610.726,655.314,722.195,766.782,766.782,833.663,833.663,855.957,945.131,1034.31,1123.48,1123.48,1145.77,1168.07,1190.36,1190.36
-92.9466,5.725e-06,0.286239,1,1,0,94.5947,-124.964,22.2937,95.1736,410.084,410.084,454.671,588.433,610.726,655.314,722.195,766.782,766.782,833.663,833.663,855.957,945.131,1034.31,1123.48,1123.48,1145.77,1168.07,1190.36,1190.36
-92.9161,0.992193,0.0628895,9,575,0,94.263,-116.406,21.9109,96.9759,409.455,409.455,453.277,584.742,606.653,650.475,716.207,760.029,760.029,825.762,825.762,847.673,935.316,1022.96,1110.6,1110.6,1132.51,1154.43,1176.34,1176.34
-92.3297,0.994758,0.0927997,3,7,0,93.3155,-116.539,21.772,87.5411,405.988,405.988,449.532,580.164,601.935,645.479,710.795,754.339,754.339,819.655,819.655,841.427,928.515,1015.6,1102.69,1102.69,1124.46,1146.23,1168.01,1168.01
-94.0305,0.974225,0.137114,3,7,0,94.3078,-116.193,22.5251,71.7241,424.411,424.411,469.461,604.612,627.137,672.188,739.763,784.813,784.813,852.389,852.389,874.914,965.014,1055.11,1145.22,1145.22,1167.74,1190.27,1212.79,1212.79
-93.8153,0.784353,0.194195,3,7,0,96.3002,-115.698,21.0798,78.6662,390.216,390.216,432.376,558.855,579.934,622.094,685.333,727.493,727.493,790.732,790.732,811.812,896.131,980.45,1064.77,1064.77,1085.85,1106.93,1128.01,1128.01
