# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = simpleLR_model
# start_datetime = 2022-10-23 12:16:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/57/xr8vd64j2_qd3ckpnwhjpw_h0000gn/T/tmpjf6qp8cv/s58tzvvc.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/yyamaguchi/Desktop/programming/BayesianStatistics/src/01_simpleLinearReg/output/simpleLR-20221023211655_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,y_base.1,y_base.2,y_base.3,y_base.4,y_base.5,y_base.6,y_base.7,y_base.8,y_base.9,y_base.10,y_base.11,y_base.12,y_base.13,y_base.14,y_base.15,y_base.16,y_base.17,y_base.18,y_base.19,y_base.20,y_base_new.1,y_base_new.2,y_base_new.3,y_base_new.4,y_base_new.5,y_base_new.6,y_base_new.7,y_base_new.8,y_base_new.9,y_base_new.10,y_base_new.11,y_base_new.12,y_base_new.13,y_base_new.14,y_base_new.15,y_base_new.16,y_base_new.17,y_base_new.18,y_base_new.19,y_base_new.20,y_base_new.21,y_base_new.22,y_base_new.23,y_base_new.24,y_base_new.25,y_base_new.26,y_base_new.27,y_base_new.28,y_base_new.29,y_base_new.30,y_base_new.31,y_base_new.32,y_base_new.33,y_base_new.34,y_base_new.35,y_base_new.36,y_base_new.37,y_new.1,y_new.2,y_new.3,y_new.4,y_new.5,y_new.6,y_new.7,y_new.8,y_new.9,y_new.10,y_new.11,y_new.12,y_new.13,y_new.14,y_new.15,y_new.16,y_new.17,y_new.18,y_new.19,y_new.20,y_new.21,y_new.22,y_new.23,y_new.24,y_new.25,y_new.26,y_new.27,y_new.28,y_new.29,y_new.30,y_new.31,y_new.32,y_new.33,y_new.34,y_new.35,y_new.36,y_new.37
-657.103,1,0.0179176,2,3,0,1680.06,0.768498,-1.56557,125.11,-36.8051,-36.8051,-39.9362,-49.3296,-50.8952,-54.0263,-58.723,-61.8542,-61.8542,-66.5509,-66.5509,-68.1164,-74.3787,-80.641,-86.9032,-86.9032,-88.4688,-90.0344,-91.5999,-91.5999,-35.2395,-36.8051,-38.3707,-39.9362,-41.5018,-43.0674,-44.6329,-46.1985,-47.7641,-49.3296,-50.8952,-52.4608,-54.0263,-55.5919,-57.1575,-58.723,-60.2886,-61.8542,-63.4197,-64.9853,-66.5509,-68.1164,-69.682,-71.2476,-72.8131,-74.3787,-75.9443,-77.5098,-79.0754,-80.641,-82.2065,-83.7721,-85.3377,-86.9032,-88.4688,-90.0344,-91.5999,78.7753,-31.4466,-22.3763,-124.382,22.7287,2.49892,50.0331,-294.27,-84.3738,35.4443,-221.658,145.782,-119.654,-104.718,-143.438,55.8773,-239.504,-100.83,49.3748,-319.282,-114.174,41.9297,7.81418,-186.591,3.64209,-53.3914,-50.6578,-125.004,-129.098,263.967,-209.735,71.4291,70.4296,-204.488,-65.1153,-78.9812,-137.936
-267.735,1,0.0339435,3,7,0,542.776,0.762238,-1.55531,232.003,-36.5652,-36.5652,-39.6759,-49.0077,-50.563,-53.6737,-58.3396,-61.4502,-61.4502,-66.1161,-66.1161,-67.6715,-73.8927,-80.1139,-86.3352,-86.3352,-87.8905,-89.4458,-91.0011,-91.0011,-35.0099,-36.5652,-38.1205,-39.6759,-41.2312,-42.7865,-44.3418,-45.8971,-47.4524,-49.0077,-50.563,-52.1183,-53.6737,-55.229,-56.7843,-58.3396,-59.8949,-61.4502,-63.0055,-64.5608,-66.1161,-67.6715,-69.2268,-70.7821,-72.3374,-73.8927,-75.448,-77.0033,-78.5586,-80.1139,-81.6693,-83.2246,-84.7799,-86.3352,-87.8905,-89.4458,-91.0011,-220.631,-241.197,-16.7644,104.459,223.873,32.6327,184.259,-519.271,24.1014,-207.516,210.483,-164.595,-323.819,-160.843,-191.455,82.1054,-347.255,176.468,31.6012,16.4876,-209.632,-242.749,-60.8554,217.982,-87.6039,-200.116,-85.1495,38.2778,28.4245,-221.705,-64.4118,-147.372,286.782,-204.862,-587.252,-556.965,-8.18572
-167.738,1,0.0648221,1,1,0,233.994,0.753659,-1.47963,404.298,-34.7574,-34.7574,-37.7166,-46.5944,-48.074,-51.0332,-55.4721,-58.4314,-58.4314,-62.8703,-62.8703,-64.3499,-70.2684,-76.1869,-82.1054,-82.1054,-83.585,-85.0646,-86.5443,-86.5443,-33.2777,-34.7574,-36.237,-37.7166,-39.1962,-40.6759,-42.1555,-43.6351,-45.1147,-46.5944,-48.074,-49.5536,-51.0332,-52.5129,-53.9925,-55.4721,-56.9517,-58.4314,-59.911,-61.3906,-62.8703,-64.3499,-65.8295,-67.3091,-68.7888,-70.2684,-71.748,-73.2276,-74.7073,-76.1869,-77.6665,-79.1461,-80.6258,-82.1054,-83.585,-85.0646,-86.5443,208.403,826.943,203.642,134.357,244.173,361.338,800.784,141.342,-373.385,120.889,-271.837,177.205,-189.974,547.229,-111.832,172.761,-103.221,-866.906,66.5376,-473.963,-985.96,77.3352,-275.953,247.94,95.6806,-650.587,260.022,-122.361,-61.9988,301.36,-1091.48,102.124,173.325,-288.311,211.765,389.091,331.341
-142.62,1,0.124086,1,1,0,157.367,0.807413,-1.43824,687.619,-33.7104,-33.7104,-36.5869,-45.2164,-46.6546,-49.5311,-53.8458,-56.7223,-56.7223,-61.0371,-61.0371,-62.4753,-68.2283,-73.9813,-79.7342,-79.7342,-81.1725,-82.6107,-84.049,-84.049,-32.2722,-33.7104,-35.1487,-36.5869,-38.0252,-39.4634,-40.9017,-42.3399,-43.7781,-45.2164,-46.6546,-48.0929,-49.5311,-50.9694,-52.4076,-53.8458,-55.2841,-56.7223,-58.1606,-59.5988,-61.0371,-62.4753,-63.9135,-65.3518,-66.79,-68.2283,-69.6665,-71.1048,-72.543,-73.9813,-75.4195,-76.8577,-78.296,-79.7342,-81.1725,-82.6107,-84.049,250.119,1149.55,-434.17,-113.783,465.488,-1309.6,-388.094,43.9689,-1703.88,-408.234,-761.857,-1114.34,748.679,-211.21,-1109.7,659.964,67.4407,-957.181,299.499,-286.762,-288.585,424.093,-80.7474,-554.068,-1022.33,-538.151,640.315,-935.048,-159.378,-247.308,-184.069,469.67,347.997,-1193.11,580.944,652.067,-1164.4
-141.06,0.557422,0.237148,4,23,0,142.174,1.03577,-2.02435,1187.23,-47.5485,-47.5485,-51.5972,-63.7433,-65.7677,-69.8163,-75.8894,-79.9381,-79.9381,-86.0111,-86.0111,-88.0355,-96.1329,-104.23,-112.328,-112.328,-114.352,-116.376,-118.401,-118.401,-45.5242,-47.5485,-49.5729,-51.5972,-53.6216,-55.6459,-57.6703,-59.6946,-61.719,-63.7433,-65.7677,-67.792,-69.8163,-71.8407,-73.865,-75.8894,-77.9137,-79.9381,-81.9624,-83.9868,-86.0111,-88.0355,-90.0598,-92.0842,-94.1085,-96.1329,-98.1572,-100.182,-102.206,-104.23,-106.255,-108.279,-110.303,-112.328,-114.352,-116.376,-118.401,-389.681,-2198.97,1791.74,832.066,-554.77,254.385,-624.791,984.972,-413.25,-760.885,-381.608,-524.661,926.775,976.772,406.104,-1316.63,510.569,-268.161,-267.571,148.981,1061.45,-642.318,-424.511,724.805,-80.1687,1436.55,165.494,-967.963,123.829,1498.47,-1972.52,-882.841,-790.464,-133.656,799.984,417.921,414.067
-135.188,0.957727,0.114512,7,127,0,143.695,-6.47958,3.36818,759.365,74.3567,74.3567,81.0931,101.302,104.67,111.407,121.511,128.248,128.248,138.352,138.352,141.72,155.193,168.666,182.138,182.138,185.507,188.875,192.243,192.243,70.9886,74.3567,77.7249,81.0931,84.4613,87.8295,91.1976,94.5658,97.934,101.302,104.67,108.039,111.407,114.775,118.143,121.511,124.879,128.248,131.616,134.984,138.352,141.72,145.089,148.457,151.825,155.193,158.561,161.929,165.298,168.666,172.034,175.402,178.77,182.138,185.507,188.875,192.243,550.497,567.389,-120.679,256.525,97.1277,-430.266,-254.013,-48.1738,250.327,1690.2,-413.686,-1200.31,1221.14,491.167,539.333,-491.545,-704.828,198.138,194.994,-541.309,297.717,1466.66,-316.826,-726.765,644.452,-798.723,-602.198,1573.21,-850.3,-360.886,-165.77,147.292,734.436,-253.709,539.991,1309.28,434.828
-135.688,0.885387,0.191896,2,3,0,136.013,-6.6052,3.31826,879.386,73.0331,73.0331,79.6696,99.5792,102.897,109.534,119.489,126.125,126.125,136.08,136.08,139.398,152.671,165.944,179.217,179.217,182.536,185.854,189.172,189.172,69.7148,73.0331,76.3513,79.6696,82.9879,86.3061,89.6244,92.9427,96.2609,99.5792,102.897,106.216,109.534,112.852,116.17,119.489,122.807,126.125,129.444,132.762,136.08,139.398,142.717,146.035,149.353,152.671,155.99,159.308,162.626,165.944,169.263,172.581,175.899,179.217,182.536,185.854,189.172,1110.31,-175.297,126.725,1880.7,68.9597,1246.85,-353.823,-1471.48,261.686,931.558,-918.637,609.567,1316.1,-229.866,1076.07,936.795,1275.13,-194.178,71.5824,-1298.27,632.387,-157.665,-1263.55,-251.631,1900.07,914.791,-430.607,766.3,548.044,1591.95,-415.213,-862.084,-446.783,-268.05,508.05,-627.441,-883.142
-135.025,0.105086,0.256466,3,15,0,137.804,-7.43645,3.54859,710.163,77.7296,77.7296,84.8268,106.118,109.667,116.764,127.41,134.507,134.507,145.153,145.153,148.701,162.896,177.09,191.284,191.284,194.833,198.382,201.93,201.93,74.181,77.7296,81.2782,84.8268,88.3754,91.924,95.4726,99.0211,102.57,106.118,109.667,113.215,116.764,120.313,123.861,127.41,130.958,134.507,138.056,141.604,145.153,148.701,152.25,155.799,159.347,162.896,166.444,169.993,173.541,177.09,180.639,184.187,187.736,191.284,194.833,198.382,201.93,-527.663,254.995,-281.186,330.681,732.874,-510.277,-842.855,-454.384,951.715,-162.533,-1213.89,574.727,1099,337.201,1062.46,410.527,-520.947,-356.662,403.42,-565.205,496.706,628.432,-652.001,-836.385,574.463,-185.741,526.353,441.153,241.954,-141.736,-399.157,145.813,-149.053,482.649,-184.141,243.873,-472.054
-134.91,0.991077,0.0321209,7,231,0,137.625,-10.7042,4.28936,872.246,92.2405,92.2405,100.819,126.555,130.845,139.423,152.292,160.87,160.87,173.738,173.738,178.028,195.185,212.343,229.5,229.5,233.789,238.079,242.368,242.368,87.9511,92.2405,96.5298,100.819,105.109,109.398,113.687,117.977,122.266,126.555,130.845,135.134,139.423,143.713,148.002,152.292,156.581,160.87,165.16,169.449,173.738,178.028,182.317,186.606,190.896,195.185,199.474,203.764,208.053,212.343,216.632,220.921,225.211,229.5,233.789,238.079,242.368,-708.977,410.036,-785.123,573.963,138.354,-840.161,-1200.53,-361.196,282.534,657.17,-23.7376,-203.521,246.313,-1400.32,1353.7,694.73,197.122,388.116,370.658,844.69,723.591,-627.448,1011.43,-49.872,1831.99,413.831,473.418,-845.156,-245.036,1876.41,427.459,1537.72,454.611,559.51,1471.19,-412.859,340.284
-130.444,0.990284,0.0597389,6,127,0,136.019,-11.7302,7.43086,483.188,166.611,166.611,181.472,226.057,233.488,248.35,270.643,285.504,285.504,307.797,307.797,315.228,344.951,374.675,404.398,404.398,411.829,419.26,426.691,426.691,159.18,166.611,174.041,181.472,188.903,196.334,203.765,211.196,218.627,226.057,233.488,240.919,248.35,255.781,263.212,270.643,278.073,285.504,292.935,300.366,307.797,315.228,322.659,330.09,337.52,344.951,352.382,359.813,367.244,374.675,382.106,389.536,396.967,404.398,411.829,419.26,426.691,-592.927,639.002,-334.729,513.686,256.903,-214.479,209.064,176.669,190.148,712.077,796.954,-622.743,-866.081,613.41,709.879,934.739,-239.262,213.306,456.773,-75.2951,451.031,156.065,565.178,795.039,-510.195,952.698,-19.2288,35.9505,-64.4846,280.611,840.634,339.881,506.867,777.328,322.066,424.304,384.7
